PRMName,Name,x,y,Type,Type_ID,InitialStorage,InitialStorageMID,InitialStorageMID_text,AreaCapFactor,AreaCapFactorMID,AreaCapFactorMID_text,EndingStorage,EndingStorageMID,EndingStorageMID_text,EndingStorageMethod,EvaporationRatePathname,EvaporationRatePathnameMID,EvaporationRatePathnameMID_text,ElevationAreaCapacityPathname,ElevationAreaCapacityPathnameMID,ElevationAreaCapacityPathnameMID_text,AuthorID,AuthorName_text,Categories,Categories_text,Description
CVPM12G,CVPM12G,-13443370.31,4512372.71,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,3,,junction node for CVPM 12
CVPM12S,CVPM12S,-13443370.31,4512372.71,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,3,,junction node for CVPM 12
CVPM13G,CVPM13G,-13394126.75,4457436.457,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,3,,junction node for CVPM 13
CVPM13S,CVPM13S,-13394126.75,4457436.457,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,3,,junction node for CVPM 13
CVPM14G,CVPM14G,-13382771.36,4342963.087,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 14
CVPM14S,CVPM14S,-13382771.36,4342963.087,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 14
CVPM15G,CVPM15G,-13340875.62,4338746.591,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 15
CVPM15S,CVPM15S,-13340875.62,4338746.591,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 15
CVPM16G,CVPM16G,-13335580.14,4406674.287,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 16
CVPM16S,CVPM16S,-13335580.14,4406674.287,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 16
CVPM17G,CVPM17G,-13303021.35,4380627.653,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 17
CVPM17S,CVPM17S,-13303021.35,4380627.653,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 17
CVPM18G,CVPM18G,-13278063.68,4317690.606,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 18
CVPM18S,CVPM18S,-13278063.68,4317690.606,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 18
CVPM19G,CVPM19G,-13316074.81,4232886.193,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 19
CVPM19S,CVPM19S,-13316074.81,4232886.193,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 19
CVPM1G,CVPM1G,-13621335.1,4933974.05,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,1,,junction node for CVPM 1
CVPM1S,CVPM1S,-13621335.1,4933974.05,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,1,,junction node for CVPM 1
CVPM20G,CVPM20G,-13259618.61,4248736.596,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 20
CVPM20S,CVPM20S,-13259618.61,4248736.596,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 20
CVPM21G,CVPM21G,-13252377.37,4190118.178,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 21
CVPM21S,CVPM21S,-13252377.37,4190118.178,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,4,,junction node for CVPM 21
CVPM2G,CVPM2G,-13607102.42,4861232.858,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,1,,junction node for CVPM 2
CVPM2S,CVPM2S,-13607102.42,4861232.858,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,1,,junction node for CVPM 2
CVPM3G,CVPM3G,-13601833.18,4759079.604,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,1,,junction node for CVPM 3
CVPM3S,CVPM3S,-13601833.18,4759079.604,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,1,,junction node for CVPM 3
CVPM4G,CVPM4G,-13568802.78,4742953.183,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,1,,junction node for CVPM 4
CVPM4S,CVPM4S,-13568802.78,4742953.183,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,1,,junction node for CVPM 4
CVPM5G,CVPM5G,-13545175.96,4767896.258,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,2,,junction node for CVPM 5
CVPM5S,CVPM5S,-13545175.96,4767896.258,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,2,,junction node for CVPM 5
CVPM6G,CVPM6G,-13570646.44,4656086.256,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,2,,junction node for CVPM 6
CVPM6S,CVPM6S,-13570646.44,4656086.256,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,2,,junction node for CVPM 6
CVPM7G,CVPM7G,-13513555.09,4689427.819,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,2,,junction node for CVPM 7
CVPM7S,CVPM7S,-13513555.09,4689427.819,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,2,,junction node for CVPM 7
CVPM8G,CVPM8G,-13481411.01,4606531.74,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,2,,junction node for CVPM 8
CVPM8S,CVPM8S,-13481411.01,4606531.74,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,2,,junction node for CVPM 8
CVPM9G,CVPM9G,-13529379.6,4591964.393,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,2,,junction node for CVPM 9
CVPM9S,CVPM9S,-13529379.6,4591964.393,Agricultural Demand Node,10,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,2,,junction node for CVPM 9
D16,D16,-13425579.85,4561772.199,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Stanislaus River diversion to CVPM11
D17,D17,-13475898.51,4703338.819,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,American River diversion To CVPM 7
D30,D30,-13581210.49,4817652.017,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,1,,Sacramento River diversion to CVPM 4
D31,D31,-13574196.67,4750632.049,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,1,,Sacramento River diversion to RD1500 Drain
D37,D37,-13537014.75,4706055.627,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Bear River inflow to Feather River
D42,D42,-13534398.89,4714630.535,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,CVPM 5 return to Feather River
D43a,D43a,-13570077.76,4746179.941,Junction Node,9,,,,,,,,,,,,,,,,,4,Mimi Jenkins,2,,Temporary until Reg1 and 2 are linked as this is DA14 inflow to Feather at Sac
D43,D43,-13536235.29,4689336.442,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Feather River inflow to Sacramento River
D44,D44,-13527105.25,4641299.528,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Sacramento Urban return to Sacramento River
D503,D503,-13521661.21,4650754.157,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Sacramento River diversion to Isolated Facility
D507,D507,-13548359.36,4595109.47,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Sacramento River diversion to CVPM 9
D509,D509,-13565567.34,4588215.255,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Delta - ?
D511,D511,-13526641.91,4614598.805,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Sacramento River Diversion to Delta Cross Channel
D513,D513,-13524477.4,4611788.884,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Delta - ?
D515,D515,-13525391.32,4596116.135,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Delta - ?
D517,D517,-13518645.94,4615641.324,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,CVPM 8 return to Mokelumne River
D521,D521,-13522280.28,4583529.158,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Delta Cross Channel inflow to San Joaquin River
D522,D522,-13525859.9,4586391.672,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Delta - ?
D523,D523,-13533009.57,4590344.159,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Delta - ?
D525,D525,-13534571.88,4588271.256,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Delta - ?
D528,D528,-13568903.14,4586350.748,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Delta - ?
D541,D541,-13525391.32,4596116.135,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Delta - ?
D550,D550,-13534281.32,4576197.484,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Delta - ?
D55,D55,-13543936.67,4604618.64,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Yolo Bypass inflow to Sacramento River
D59,D59,-13531212.29,4555649.672,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Old River diversion to California Aqueduct Aqueduct
D5,D5,-13632977.78,4957606.857,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,1,,Keswick Reservoir
D605,D605,-13376260.87,4410980.543,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Joaquin River depletion
D606,D606,-13376260.87,4410980.543,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Joaquin River diversion to CVPM13
D608,D608,-13400083.96,4408200.849,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Mendota Pool
D609,D609,-13390176.2,4407644.867,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Joaquin River diversion to Chowchilla Bypass
D612,D612,-13496567.89,4531515.753,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,CVPM 10 return to S Joaquin River
D613,D613,-13405650.65,4403793.849,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,4,,CVPM 14 return
D615,D615,-13394881.57,4407368.099,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Mendota Wildlife Area surface return flow
D616,D616,-13499497.73,4532480.408,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Joaquin River diversion to CVPM 10
D619,D619,-13434036.33,4460585.313,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Eastside Bypass inflow to San Joaquin River
D61,D61,-13550064,4693703.717,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,1,,CVPM 4 return to Sacramento River
D622,D622,-13346048.13,4452698.408,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Madera California Aqueduct inflow to Fresno River
D624,D624,-13346048.13,4452698.408,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Fresno River diversion to CVPM 13
D632,D632,-13359151.38,4467013.377,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Madera California Aqueduct inflow to Chowchilla River
D634,D634,-13359151.38,4467013.377,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Chowchilla River diversion to CVPM 13
D640,D640,-13429783.84,4451498.614,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Refuge 2 & CVPM14 return to San Joaquin River
D642,D642,-13388508.84,4518848.924,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Merced River accretion
D643,D643,-13388508.84,4518848.924,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Merced River depletion
D645,D645,-13399472.1,4510775.528,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Merced River diversion to North & Main California Aqueduct
D646,D646,-13408658.26,4509303.114,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Merced River accretion
D647,D647,-13408658.26,4509303.114,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Merced River depletion
D649,D649,-13428928.43,4501181.881,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Merced River diversion to CVPM 13
D64,D64,-13516382.15,4659185.55,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,American River Diversion To Sacramento Urban
D653a,D653a,-13429031.51,4560038.397,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Stanislaus River (accretion moved MJ)
D653b,D653b,-13429142.22,4559375.068,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Stanislaus River accretion & depletion
D662,D662,-13407934.98,4533479.143,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,La Grange Dam
D663,D663,-13409883.05,4532480.753,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Tuolumne River accretion
D664,D664,-13409883.05,4532480.753,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Tuolumne River diversion to CVPM 11
D66,D66,-13581210.49,4817652.017,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,1,,Sacramento River DA15 loss
D670,D670,-13416888.56,4572394.639,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Stanislaus River diversion
D672,D672,-13432515.31,4554073.74,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Stanislaus River diversion to CVPM 11
D675,D675,-13493109.99,4535449.669,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,CVPM11 return to Stanislaus River
D676,D676,-13496596.82,4532041.176,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Stan River inflow to San Joaquin River
D683,D683,-13489126.09,4524173.647,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Tuolumne River inflow to San Joaquin River
D687,D687,-13495156.13,4528965.298,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Joaquin River accretion
D688,D688,-13495156.13,4528965.298,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Joaquin River depletion
D689,D689,-13495070.05,4530390.933,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Joaquin River diversion to CVPM 10
D691,D691,-13453186.83,4473723.125,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Mud Slough & Salt Slough inflow to S Joaquin R
D692,D692,-13415312.69,4455332.336,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Eastside Bypass accretion
D693,D693,-13421570.64,4457653.739,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Eastside Bypass depletion
D694,D694,-13453186.83,4473723.125,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Joaquin River diversion to CVPM13
D695,D695,-13467213.69,4487996.422,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Merced River inflow to San Joaquin River
D697,D697,-13473719.74,4502120.583,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,CVPM12 return to San Joaquin River
D698,D698,-13478791.52,4508180.165,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Joaquin River accretion
D699,D699,-13480112.69,4511025.709,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Joaquin River diversion to CVPM10
D701,D701,-13505969.94,4524613.932,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Delta Mendota  Canal diversion to CVPM10
D703,D703,-13503168.3,4521033.399,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Delta Mendota Canal losses
D710,D710,-13474126.83,4453140.722,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Delta Mendota Canal diversion to California Aqueduct
D712,D712,-13474126.83,4453140.722,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Delta Mendota Canal inflow from California Aqueduct
D714,D714,-13499476.51,4444670.003,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Pacheco Tunnel deliveries to South Bay Area
D722,D722,-13469330.57,4450638.088,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Delta Mendota Canal diversion to CVPM 10
D723,D723,-13464088.75,4447440.36,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Delta Mendota Canal diversion to Refuge
D724,D724,-13442053.45,4426559.322,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Delta Mendota Canal
D731,D731,-13397585.86,4409368.773,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Joaquin River diversion to CVPM 10
D732,D732,-13398543.1,4409630.849,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Joaquin River diversion to Refuge 2
D733,D733,-13359629.15,4412732.057,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Joaquin River losses
D73,D73,-13630417.31,4953647.493,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,1,,Clear Creek inflow To Sacramento River
D742,D742,-13455966.68,4435254.031,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,California Aqueduct diversion to CVPM 10
D743,D743,-13451948.36,4431891.453,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,California Aqueduct losses
D744,D744,-13446954.68,4424854.002,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,California Aqueduct diversion to CVPM 10
D745,D745,-13437145.63,4411761.774,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,4,,California Aqueduct losses R4
D747,D747,-13391224.79,4359797.591,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,4,,California Aqueduct losses R5
D749,D749,-13386448.37,4350327.996,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,4,,California Aqueduct losses R6
D74,D74,-13601762.22,4907951.988,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,1,,Sacramento River diversion to CVPM1
D750,D750,-13384093.14,4345789.06,Junction Node,9,,,,,,,,,,,,,,,,,2,Andy Draper,4,,California Aqueduct delivery to the Cities of Huron and Coalinga; CVPM-14 Urban
D751,D751,-13363934.89,4324096.194,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,California Aqueduct losses R-7
D752,D752,-13285508.37,4204516.413,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,California Aqueduct
D75,D75,-13591802.74,4864813.695,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,1,,Thomes Creek and Elder Creek inflow to Sacramento River
D76a,D76a,-13580431.42,4829951.696,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,1,,Sacramento River
D76b,D76b,-13578323.43,4819117.721,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,1,,Stony Creek inflow to Sacramento River
D77,D77,-13603587.57,4888183.02,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,1,,Red Bluff Diversion Dam
D801,D801,-13538851.84,4548315.275,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,California Aqueduct diversion to South Bay Aqueduct
D803,D803,-13495253.66,4511408.082,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,California Aqueduct diversion to CVPM10
D804,D804,-13482839.07,4489741.421,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,California Aqueduct losses
D814,D814,-13476677.11,4454687.236,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,California Aqueduct diversion to San Luis Reservoir
D816,D816,-13469891.95,4449491.116,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,San Luis Reservoir release to California Aqueduct
D818,D818,-13459733.43,4439656.943,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,California Aqueduct diversion to Los Banos Grandes Reservoir
D820,D820,-13459396.01,4439224.135,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Los Banos Grandes Reservoir release to California Aqueduct
D845,D845,-13346348.66,4280479.972,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,California Aqueduct
D847,D847,-13358938.97,4261929.105,Junction Node,9,,,,,,,,,,,,,,,,,2,Andy Draper,2,,Coastal Aqueduct
D848,D848,-13416356.06,4140303.819,Junction Node,9,,,,,,,,,,,,,,,,,4,Mimi Jenkins,2,,Coastal Aqueduct
D849,D849,-13420256.38,4189392.001,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,California Aqueduct - Coastal Branch
D850,D850,-13321357.63,4240104.32,Junction Node,9,,,,,,,,,,,,,,,,,2,Andy Draper,4,,California Aqueduct
D851&D852,D851&D852,-13318033.21,4227508.207,Junction Node,9,,,,,,,,,,,,,,,,,2,Andy Draper,4,,California Aqueduct
D853,D853,-13301424.66,4213279.186,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,California Aqueduct
D855&D857,D855&D857,-13283068.3,4202143.537,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,offtake from California Aqueduct for active recharge of Kern Water Bank
D859,D859,-13281265.02,4199519.656,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,California Aqueduct
D85,D85,-13493967.75,4669774.992,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,American River losses
D860,D860,-13283985.77,4176184.394,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,California Aqueduct
D861,D861,-13263756.5,4173709.333,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,California Aqueduct
D862A,D862A,-13247228.62,4167775.663,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,California Aqueduct
D862B,D862B,-13237209.07,4159112.315,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,California Aqueduct
D863,D863,-13245467.84,4167157.049,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,California Aqueduct
D865,D865,-13214476.8,4140292.386,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,,,West Branch SWP Node Represented in DWRSIM Network D122696
D868,D868,-13170105.45,4117173.581,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,,,West Branch SWP Node Represented in DWRSIM Network D122698
D870,D870,-13155750.1,4106361.002,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,,,East Branch SWP Node Represented in DWRSIM Network D122698
D871,D871,-13100636.59,4095034.441,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,,,East Branch SWP Node Represented in DWRSIM Network D122698
D872,D872,-13062305.15,4081921.228,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,,,East Branch SWP Node Represented in DWRSIM Network D122698
D876,D876,-13061977.9,4047280.219,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,,,East Branch SWP Node Represented in DWRSIM Network D122698
D881,D881,-13050936.59,4016196.077,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,,,East Branch SWP Node Represented in DWRSIM Network D122698
D884,D884,-13216821.08,4133660.646,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,,,West Branch SWP Node Represented in DWRSIM Network D122696
D885,D885,-13224642.51,4128590.292,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,,,West Branch SWP Node Represented in DWRSIM Network D122696
D886,D886,-13215859.72,4112621.743,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,,,West Branch SWP Node Represented in DWRSIM Network D122696
D887,D887,-13206060.81,4104724.195,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,,,West Branch SWP Node Represented in DWRSIM Network D122696
D888,D888,-13203619.62,4098279.209,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,,,West Branch SWP Node Represented in DWRSIM Network D122697
D889,D889,-13194916.97,4081677.064,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,,,West Branch SWP Node Represented in DWRSIM Network D122698
D891,D891,-13555511.19,4528212.961,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,South Bay Aqueduct diversion to Lake Del Valle
D892,D892,-13552880.37,4525595.734,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Lake Del Valle release to South Bay Aqueduct
D896,D896,-13563095.07,4532151.935,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,South Bay Aqueduct diversion to South Bay Urban demands
D897,D897,-13569839.04,4533072.238,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,South Bay Aqueduct losses
D94&D40,D94&D40,-13670382.32,4970962.778,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,1,,Trinity River release to Clear Creek
D98,D98,-13518645.94,4615641.324,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Mokelumne River Diversion To CVPM 8
D9,D9,-13493967.75,4669774.992,Junction Node,9,,,,,,,,,,,,,,,,,8,Brian Van Lienden,2,,Lake Natoma
Del Valle PMP,DVallePMP,-13553096.6,4525883.042,Pump Plant Node,14,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Del Valle Pumping Plant
Desalination,Desal,-13034307.02,3850511.299,Junction Node,9,,,,,,,,,,,,,,,,,13,Stacy Tanaka,,,Proposed desalination facility for coastal cities
DesalR5,DesalR5,-13036456.97,3856421.971,Junction Node,9,,,,,,,,,,,,,,,,,13,Stacy Tanaka,,,Region 5 Desalination node
Devils Canyon Power Plant,Devils PWP,-13061730.24,4056676.74,Power Plant Node,15,,,,,,,,,,,,,,,,,7,Brad Newlin,,,East Branch SWP Power Plant
Dos Amigos PMP,DAmigoPMP,-13450660.09,4428758.107,Pump Plant Node,14,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Dos Amigos Pumping Plant
