Name,From,To,Type,Type_ID,OriginNode,TerminalNode,Amplitude,AmplitudeMID,AmplitudeMID_text,Unit cost,CostMID,CostMID_text,CostMethod,CostMethod_text,LowerBound,LowerBoundMID,LowerBoundMID_text,UpperBound,UpperBoundMID,UpperBoundMID_text,LowerBoundMonthlyID,LowerBoundMonthlyMID,LowerBoundMonthlyMID_text,UpperBoundMonthlyID,UpperBoundMonthlyMID,UpperBoundMonthlyMID_text,ConstrainedFlowPathname,ConstrainedFlowPathnameMID,ConstrainedFlowPathnameMID_text,LowerBoundPathname,LowerBoundPathnameMID,LowerBoundPathnameMID_text,UpperBoundPathname,UpperBoundPathnameMID,UpperBoundPathnameMID_text,ConstraintMethod,ConstraintMethod_text,AuthorID,AuthorID_text,Categories,Boundary,Description
CVPM14S_HSD14,CVPM14S,HSD14,Diversion,3,408,583,0.180000007,1760,SW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,0,2568,C2VSIM Splits show no SW return flow - 07182012 GW Update,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,44,0,SW return flow from CVPM 14
CVPM15G_HGD15,CVPM15G,HGD15,Diversion,3,410,572,0.119999997,1768,GW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,44,0,GW return flow from CVPM 15
CVPM15S_HSD15,CVPM15S,HSD15,Diversion,3,411,584,0.119999997,1771,SW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,0,2569,C2VSIM Splits show no SW return flow - 07182012 GW Update,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,44,0,SW return flow from CVPM 15
CVPM16G_HGD16,CVPM16G,HGD16,Diversion,3,413,573,0.280000001,1777,GW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,44,0,GW return flow from CVPM 16
CVPM16S_HSD16,CVPM16S,HSD16,Diversion,3,414,585,0.280000001,1780,SW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,44,0,SW return flow from CVPM 16
CVPM17G_HGD17,CVPM17G,HGD17,Diversion,3,415,574,0.129999995,1783,GW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,44,0,GW return flow from CVPM 17
CVPM17S_HSD17,CVPM17S,HSD17,Diversion,3,416,586,0.129999995,1786,SW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,0,2570,C2VSIM Splits show no SW return flow - 07182012 GW Update,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,44,0,SW return flow from CVPM 17
CVPM18G_HGD18,CVPM18G,HGD18,Diversion,3,418,575,0.180000007,1794,GW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,44,0,GW return flow from CVPM 18
CVPM18S_HSD18,CVPM18S,HSD18,Diversion,3,419,587,0.180000007,,,0,,,1,None,0,,,0,2571,C2VSIM Splits show no SW return flow - 07182012 GW Update,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,44,0,SW return flow from CVPM 18
CVPM19G_HGD19,CVPM19G,HGD19,Diversion,3,421,576,0.029999999,1804,GW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,44,0,GW return flow from CVPM 19
CVPM19S_HSD19,CVPM19S,HSD19,Diversion,3,422,588,0.029999999,1807,SW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,0,2572,C2VSIM Splits show no SW return flow - 07182012 GW Update,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,44,0,SW return flow from CVPM 19
CVPM 1G_HGD1,CVPM1G,HGD1,Diversion,3,76,148,0.469999999,518,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,11,0,GW return flow from CVPM 1
CVPM 1S_HSD1,CVPM1S,HSD1,Diversion,3,77,157,0.469999999,522,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,11,0,SW return flow from CVPM 1
CVPM20G_HGD20,CVPM20G,HGD20,Diversion,3,424,577,0.100000001,1813,GW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,44,0,GW return flow from CVPM 20
CVPM20S_HSD20,CVPM20S,HSD20,Diversion,3,425,589,0.100000001,1816,SW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,44,0,SW return flow from CVPM 20
CVPM21G_HGD21,CVPM21G,HGD21,Diversion,3,427,578,0.100000001,1824,GW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,44,0,GW return flow from CVPM 21
CVPM21S_HSD21,CVPM21S,HSD21,Diversion,3,428,590,0.100000001,1827,SW return flow; calculated from DWR estimates of crop AW & ETAW weighted by DWR projected land use. Currently assumes reuse (1-eff*reuse)/reuse,0,,,1,None,0,,,0,2573,C2VSIM Splits show no SW return flow - 07182012 GW Update,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,44,0,SW return flow from CVPM 21
CVPM 2G_HGD2,CVPM2G,HGD2,Diversion,3,79,149,0.25999999,529,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse. 07262012 - adjusted from 0.14 to 0.25 during GW calibration. 07272012 - adjusted to 0.26 during GW calibration.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,11,0,GW return flow from CVPM 2
CVPM 2S_HSD2,CVPM2S,HSD2,Diversion,3,80,158,0.25999999,533,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.  . 07262012 - adjusted from 0.14 to 0.25 during GW calibration. 07272012 - adjusted to 0.26 during GW calibration.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,11,0,SW return flow from CVPM 2
CVPM 3G_HGD3,CVPM3G,HGD3,Diversion,3,82,150,0.200000003,540,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,11,0,GW return flow from CVPM 3
CVPM 3S_HSD3,CVPM3S,HSD3,Diversion,3,83,159,0.200000003,544,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,11,0,SW return flow from CVPM 3
CVPM 4G_HGD4,CVPM4G,HGD4,Diversion,3,85,151,0.140000001,551,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,11,0,GW return flow from CVPM 4
CVPM 4S_HSD4,CVPM4S,HSD4,Diversion,3,86,160,0.140000001,555,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,11,0,SW return flow from CVPM 4
CVPM 5G_HGD5,CVPM5G,HGD5,Diversion,3,88,152,0.209999993,562,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,22,0,GW return flow from CVPM 5
CVPM 5S_HSD5,CVPM5S,HSD5,Diversion,3,89,161,0.209999993,567,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,22,0,SW return flow from CVPM 5
CVPM 6G_HGD6,CVPM6G,HGD6,Diversion,3,91,153,0.100000001,574,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse. 07272012 - adjusted to 0.1 during GW calibration.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,22,0,GW return flow from CVPM 6
CVPM 6S_HSD6,CVPM6S,HSD6,Diversion,3,92,162,0.100000001,578,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.  07272012 - adjusted to 0.1 during GW calibration.,0,,,1,None,0,,,0,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,22,0,SW return flow from CVPM 6
CVPM 7G_HGD7,CVPM7G,HGD7,Diversion,3,93,154,0.25,581,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,22,0,GW return flow from CVPM 7
CVPM 7S_HSD7,CVPM7S,HSD7,Diversion,3,94,163,0.25,585,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.,0,,,1,None,0,,,0,2566,C2VSIM Splits show no SW return flow - 07182012 GW Update,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,22,0,SW return flow from CVPM 7
CVPM 8G_HGD8,CVPM8G,HGD8,Diversion,3,96,155,0.119999997,590,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,22,0,GW return flow from CVPM 8
CVPM 8S_HSD8,CVPM8S,HSD8,Diversion,3,97,164,0.119999997,594,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,22,0,SW return flow from CVPM 8
CVPM 9G_HGD9,CVPM9G,HGD9,Diversion,3,99,156,0.100000001,601,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.  07272012 - adjusted to 0.1 during GW calibration.,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,22,0,GW return flow from CVPM 9
CVPM 9S_HSD9,CVPM9S,HSD9,Diversion,3,100,165,0.100000001,605,CVPM region-wide return flow calculated from DWR Bulletin 160-98 crop AW & ETAW weighted by projected land use combined with regional reuse.  07272012 - adjusted to 0.1 during GW calibration.,0,,,1,None,0,,,0,2567,C2VSIM Splits show no SW return flow - 07182012 GW Update,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,22,0,SW return flow from CVPM 9
D16_D653a,D16,D653a,Diversion,3,430,451,1,1834,no losses,0,,,1,None,0,,,3.40E+38,,,,,,241,1835,Infrastructure Capacity: 8000 cfs,,,,,,,,,,31,NoLowerBound+MonthlyUpperBound,8,Brian Van Lienden,33,0,Stanislaus River Reach
D16_HSU11D16,D16,HSU11D16,Diversion,3,430,596,1,,,0,,,1,None,0,,,111.3000031,1836,Upper bound constraint on agricultural surface water deliveries for Policy 1 only,,,,,,,/UCD CAP4/D16_C172/FLOW_FXC(KAF)/01JAN1920/1MON/CVGSM NAA ID63&128&129*1/,1837,"Constrained delivery for Policy 4a from CVGSM deliveries ID 63;128 & 129 in Cnjdvsp2.nda; with an average annual delivery of 583.7 TAF.  Data for Oct 1990 - Sep 1993 calculated by linear regression of DWRSIM CP16 diversion; in ""\Spiff\ex_hobbes\Report\Software & Data Appendices\P [Policy 4a]\Extensions 1990-1993\Alt 4 Diversions 3-7-00 extMJ.xls""",,,,,,,21,NoLowerBound+ConstantUpperBound,2,Andy Draper,33,0,surface delivery CVPM 11
D16_T45,D16,T45MODEST,Diversion,3,430,835,1,2550,0,74,1838,Estimate based on $30 local conveyance/distribution and $20 water treatment cost for Central Valley Cities,2,Constant,0,,,0,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Transfer of Ag AW from OID and/or SJID on Stanislaus to urban thru land reduction
D17_SR-8,D17,SR-8,Diversion,3,101,262,1,610,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,22,0,Inflow to Folsom Reservoir from North and Middle Forks of American River
D17_T4,D17,T4SAC,Diversion,3,101,284,0.939999998,611,no losses,0,,,1,None,0,,,0,,,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,22,0,American River North Fork diversion to Urban via Auburn Ravine (PCWA)
D30_D31,D30,D31,Diversion,3,102,103,1,613,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,11,0,Sacramento River between Ord ferry and Knights Landing Reach 2
D30_HSU4D30,D30,HSU4D30,Diversion,3,102,177,1,,,0,,,1,None,0,,,236,614,Upper bound constraint on agricultural deliveries from surface water for Policy 1. 07262012 - changed capacity to account for reduction of loss amplitude from 0.97 to 0.88. Capacity = Monthly maximum demand divided by 0.88.,,,,,,,/UCD CAP4/D30_C14/FLOW_FXC(KAF)/01JAN1920/1MON/CVGSM NAA ID122*0.97278/,615,"Constrained delivery for Policy 4a from CVGSM delivery ID122 in Cnjdvsp2.nda; with an average annual delivery of 697.5 TAF.  Data for Oct 1990 - Sep 1993 calculated by linear regression with DWRSIM CP77 diversion; in ""C:\public\Report\Software & Data Appendices\P [Policy 4a]\Extensions 1990-1993\Alt 4 Diversions 3-7-00 extMJ.xls""",,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,11,0,surface delivery CVPM 4
D31_D61,D31,D61,Diversion,3,103,126,1,617,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,11,0,Sacramento River between Ord ferry and Knights Landing Reach 3
D31_HSU5D31,D31,HSU5D31,Diversion,3,103,182,1,,,0,,,1,None,0,,,5.699999809,618,Based on maximum monthly delivery in Base Case TS of diversions from this source; multiplied by 1.10 for values under 100 TAF/mo and by 1.05 for values over 100 TAF/mo.,,,,,,,/UCD CAP4/D31_C26/FLOW_FXC(KAF)//1MON/CVGSM NAA ID122*0.02722/,,,,,,,,,21,NoLowerBound+ConstantUpperBound,13,Stacy Tanaka,12,1,Sacramento River to DSA 69 (Ord Ferry to Knights Landing) CVPM 5
D37_C32,D37,C32,Diversion,3,104,43,1,393,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,/UCD CECT/D42_D43/FLOW_LBC(KAF)//1MON/CALSIM II 2001G-ARC C223/,,,,,,14,LowerBoundTimeSeries+NoUpperBound,8,Brian Van Lienden,22,0,Feather River d/s of Bear Reach 1; old location minimum instream flow requirement
D37_Sink G21,D37,Sink G21,Diversion,3,104,243,1,619,none,0,,,1,None,0,,,3.40E+38,,,,,,,,,/GWUPD_FINAL/D37_SINK G21/FLOW_LOC(KAF)//1MON/DA69/,620,none,,,,,,,54,ConstrainedTimeSeries,6,Jay Lund,22,0,DA 69 local depletion
D42_D43,D42,D43,Diversion,3,105,106,1,621,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,/UCD CECT/D42_D43/FLOW_LBC(KAF)//1MON/CALSIM II 2001G-ARC C223/,622,Minimum Insteam Flow Requirement,,,,14,LowerBoundTimeSeries+NoUpperBound,13,Stacy Tanaka,22,0,Feather River inflow to Sacramento River
D42_HSU7D42,D42,HSU7D42,Diversion,3,105,189,1,,,0,,,1,None,0,,,3,623,Upper bound constraint on agricultural deliveries from surface water for Policy 1,,,,,,,/UCD CAP4/D42_C34/FLOW_FXC(KAF)//1MON/CVGSM NAA ID19*1/,624,"Constrained delivery for Policy 4a from CVGSM delivery ID19 in Cnjdvsp2.nda; with an average annual delivery of 9.9 TAF.  Data for Oct 1990 - Sep 1993 calculated by matching years with DWRSIM CP77 diversion (1991=1935;1992=1986;1993=1977); in ""C:\public\Report\Software & Data Appendices\P [Policy 4a]\Extensions 1990-1993\Alt 4 Diversions 3-7-00 extMJ.xls""",,,,,,,21,NoLowerBound+ConstantUpperBound,4,Mimi Jenkins,22,0,Feather River left bank diversions to CVPM 7 (DA 70)
D43a_D43,D43a,D43,Diversion,3,107,106,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,4,Mimi Jenkins,22,0,Local accretion from DA14
D43_C306,D43,C306,Diversion,3,106,34,1,359,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,/UCD CAP1/D43_C306/FLOW_FXC(KAF)//1MON/FREMONT WEIR-DWR 2020D09D/,360,none,,,,,,,54,ConstrainedTimeSeries,6,Jay Lund,22,0,Sacramnto River flood flow to Yolo Bypass via Freemont Weir
D43_C67,D43,C67,Diversion,3,106,58,1,459,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,22,0,Sacramento River between Freemont Weir and American River Reach 1
D43_CN2,D43,CN2,Diversion,3,106,74,1,,,0,,,1,None,0,,,0,,,,,,,,,/UCD CAP1/D43_CALB/FLOW_FXC(KAF)//1MON/A03B21 & DWRSIM514 CP49/,511,0,,,,,,,54,ConstrainedTimeSeries,4,Mimi Jenkins,22,0,Calibration remove flow to match DWRSIM514 Flow Downstream of CP49 to Calvin C26_D43 + D42_D43 + C33_HSU7C33 + D42_HSU7D42 Feather R outflow
D43_Sink G503,D43,Sink G503,Diversion,3,106,250,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,/UCD CAP1/D43_Sink G503/FLOW_LOC//1MON/DA70/,,,,,,,,,54,ConstrainedTimeSeries,2,Andy Draper,22,0,DA 70 local depletion
D44_CN2,D44,CN2,Diversion,3,108,74,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,/UCD CAP1/D44_CALB/FLOW_FXC(KAF)//1MON/A03B21 & DWRSIM514 CP64+84/,512,Additional amount of CALB flow to remove at C8 which exceeds flow D64_C8 minum C8_T4SAC.,,,,,,,54,ConstrainedTimeSeries,4,Mimi Jenkins,22,0,Calibration remove flow to match DWRSIM514 Flow Downstream of CP64+CP84 to Calvin D64_C8 + T13_D44 - C8_T4 net American R outflow
D44_D503,D44,D503,Diversion,3,108,110,1,627,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,22,0,Sacramento River Reach
D503_CN2,D503,CN2,Diversion,3,110,74,1,,,0,,,1,None,0,,,0,,,,,,,,,/UCD CAP1/D503_CALB/FLOW_FXC(KAF)//1MON/A03B21 & DWRSIM514 CP503/,513,0,,,,,,,54,ConstrainedTimeSeries,4,Mimi Jenkins,22,0,Calibration remove flow to match DWRSIM514 Flow Downstream of CP503 to Calvin D503_D511 Sac R at Hood flow
D503_D511,D503,D511,Diversion,3,110,113,1,638,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,/UCD CAP1/D503_D511/FLOW_LBC(KAF)//1MON/SAC. R. REACH-DWR_514/,639,DV Card for DWRSIM CP503,,,,14,LowerBoundTimeSeries+NoUpperBound,8,Brian Van Lienden,22,0,Sacramento River Reach; minimum instream flow requirement
D503_isolated facility PMP,D503,ISOL F PMP,Diversion,3,110,219,1,640,no losses,0,,,1,None,0,,,0,641,proposed facility,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,8,Brian Van Lienden,22,0,Sacramento River div. to Isol. Facility
D507_CN2,D507,CN2,Diversion,3,111,74,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,/UCD CAP1/D507_CALB/FLOW_FXC(KAF)//1MON/A03B05 & DWRSIM CP47/,,,,,,,,,54,ConstrainedTimeSeries,4,Mimi Jenkins,22,0,Calibration flow for Vallejo Delta diversion DWRSIM514 CP47 Divresion
D507_D509,D507,D509,Diversion,3,111,112,1,642,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,/UCD CECT/D507_D509/FLOW_LBC(KAF)//1MON/CALSIM II 2001G-ARC C405/,643,Rio Vista minimum flow.,,,,14,LowerBoundTimeSeries+NoUpperBound,13,Stacy Tanaka,22,0,Sacramento River Reach; Rio Vista Minimum Flow
D507_HSU9D507,D507,HSU9D507,Diversion,3,111,194,1,,,0,,,1,None,0,,,75.59999847,644,Upper bound constraint on agricultural deliveries from surface water for Policy 1,,,,,,,/UCD CAP4/D507_C68/FLOW_FXC(KAF)//1MON/CVGSM NAA ID114*0.31/,645,"Constrained delivery for Policy 4a from CVGSM delivery ID114 in Cnjdvsp2.nda. Flow divided among D507_C68; D515_C68; D521_C68 & D523_C68 with a total average annual delivery of 966.0 TAF.  Data for Oct 1990 - Sep 1993 calculated by linear regression with sum of DWRSIM CP507; CP515; CP521 & CP523 diversions; in ""C:\public\Report\Software & Data Appendices\P [Policy 4a]\Extensions 1990-1993\Alt 4 Diversions 3-7-00 extMJ.xls""",,,,,,,21,NoLowerBound+ConstantUpperBound,13,Stacy Tanaka,22,0,Sacramento River div. to CVPM9
D509_CN2,D509,CN2,Diversion,3,112,74,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,/UCD CAP1/D509_CALB/FLOW_FXC(KAF)//1MON/A03B08 & DWRSIM CP507+515+521+/,,,,,,,,,54,ConstrainedTimeSeries,4,Mimi Jenkins,22,0,Calibration remove flow to match DWRSIM514 CP507;515;521+523 CU-Precip to Calvin CVPM 9 U/S diversions + D509_Sink - Source_D509 - HSD9_D509 net in-Delta Depletion
D509_D541,D509,D541,Diversion,3,112,122,1,647,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,22,0,Delta Outflow
D509_Sink G504,D509,Sink G504,Diversion,3,112,251,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,/GWUPD_FINAL/D509_SINK G504/FLOW_LOC(KAF)//1MON/DA55/,,,,,,,,,54,ConstrainedTimeSeries,6,Jay Lund,22,0,DA 55 local depletion
D511_D513,D511,D513,Diversion,3,113,114,1,650,no losses,0,,,1,None,0,,,900,651,To keep excess flood water from getting exported at pumps beyond georgiana slough and DSC capacity; set based on 105% of DWRSIM maximum flow downtream of 513,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,8,Brian Van Lienden,22,0,Sacramento River div. To Delta Cross Channel
D511_D55,D511,D55,Diversion,3,113,123,1,652,no losses,0,,,1,None,100,653,To keep from drying up; set based on 95% of minimum flow downstream of 511 in DWRSIM run 514.  May now be supseeded by Rio Vista min flow in some months on D507_D509 added in A03B18.,3.40E+38,,,,,,,,,,,,,,,,,,12,ConstantLowerBound+NoUpperBound,8,Brian Van Lienden,22,0,Sacramento River Reach
D513_D515,D513,D515,Diversion,3,114,115,1,654,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,22,0,Delta - ? (Georgiana Slough?)
D513_D521,D513,D521,Diversion,3,114,117,1,655,no losses,0,,,1,None,0,,,3.40E+38,,,,,,78,656,Infrastructure capacity: 3;500 cfs,,,,,,,,,,31,NoLowerBound+MonthlyUpperBound,6,Jay Lund,22,0,Delta Cross Channel
D515_D522,D515,D522,Diversion,3,115,118,1,657,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,22,0,Delta - ?
D515_HSU9D515,D515,HSU9D515,Diversion,3,115,195,1,,,0,,,1,None,0,,,51.20000076,658,Upper bound constraint on agricultural deliveries from surface water for Policy 1,,,,,,,/UCD CAP4/D515_C68/FLOW_FXC(KAF)//1MON/CVGSM NAA ID114*0.21/,659,"Constrained delivery for Policy 4a from CVGSM delivery ID114 in Cnjdvsp2.nda. Flow divided among D507_C68; D515_C68; D521_C68 & D523_C68 with a total average annual delivery of 966.0 TAF.  Data for Oct 1990 - Sep 1993 calculated by linear regression with sum of DWRSIM CP507; CP515; CP521 & CP523 diversions; in ""C:\public\Report\Software & Data Appendices\P [Policy 4a]\Extensions 1990-1993\Alt 4 Diversions 3-7-00 extMJ.xls""",,,,,,,21,NoLowerBound+ConstantUpperBound,13,Stacy Tanaka,22,0,Delta diversion to CVPM 9
D517_CN2,D517,CN2,Diversion,3,116,74,1,,,0,,,1,None,0,,,0,,,,,,,,,/UCD CAP1/D517_CALB/FLOW_FXC(KAF)//1MON/A03B21 & DWRSIM514 CP517/,514,0,,,,,,,54,ConstrainedTimeSeries,4,Mimi Jenkins,22,0,Calibration remove flow to match DWRSIM514 Flow_Downstream of CP517 to Calvin D517_D515 + C41_C42 + T27_C42 Eastside Streams outflow
