Name,PRMName,x,y,Type,Type_ID,Inflow,Inflow_path,Inflow_TS ,Inflow_MID,Info,Inflow_Author,Description
Source_GW-MJ,GW-MJ,-13038361.97,4126411.188,Source TS,90,Source_GW-MJ,/SOUTH UPDT/SOURCE_GW-MJ/FLOW_LOC(KAF)/01JAN1920/1MON/LOCAL SUPPLIES/,TS/_SOUTH UPDT_SOURCE_GW-MJ_FLOW_LOC KAF _01JAN1920_1MON_LOCAL SUPPLIES_.csv,2224,Groundwater inflows to Mojave; scaled to match their reported annual average inflows,Jay Lund,Mojave_River_Valley
Source_GW-MWD,GW-MWD,-13094163.95,3999345.339,Source TS,90,Source_GW-MWD,/SOUTH UPDT/SOURCE_GW-MWD/FLOW_LOC(KAF)/01JAN1920/1MON/LOCAL SUPPLIES/,TS/_SOUTH UPDT_SOURCE_GW-MWD_FLOW_LOC KAF _01JAN1920_1MON_LOCAL SUPPLIES_.csv,2480,MWDSC Provided local inflow data from 1974 to 1994. This data was used as is for those years. Other years in the series were filled in by establishing an average inflow by year type; and applying that inflow for each year of that type. Then inflows due to deep percolation of exterior applied water were subtracted. The resulting time series of inflows was too large for the reported basin size; so was scaled down proportionatly to fit in the basin.,Jay Lund,
Source_GW-OW,GW-OW,-13156681.97,4431883.423,Source,90,Source_GW-OW,/UCD CAP1/SOURCE_GW-OW/FLOW_LOC(KAF)/01JAN1920/1MON/NET IN V5/,,2231,0,Matthew Davis,Owens_Valley
Source_GW-SBV,GW-SBV,-13075696.66,4044721.184,Source,90,Source_GW-SBV,/SOUTH UPDT/SOURCE_GW-SBV/FLOW_LOC(KAF)//1MON/LOCAL SUPPLIES/,,2508,Based on SBV UWMP for their annual average groundwater yeild; minus return flows.,Jay Lund,Local inflows to GW
Source_GW-SC,GW-SC,-13462045,4360781.669,Source,90,Source_GW-SC,/UCD_CAP1/SOURCE_GW-SC/FLOW_LOC(KAF)//1MON/SANTA_CLARA_GEN/,,2232,Synthetic data derived from monthly precipitation data for Santa Clara and San Jose; year type information; and estimates of average; wet; and dry year annual recharge to the three aggregated GW basins.  Annual average from published documents is 137 TAF/yr.,Jay Lund,Santa Clara + Niles Cone + Livermore Groundwater Recharge
Source_GW-SD,GW-SD,-13017868.11,3881935.575,Source,90,Source_GW-SD,/SOUTH UPDT/SOURCE_GW-SD/FLOW_LOC(KAF)/01JAN1920/1MON/LOCAL SUPPLIES/,,2477,MWDSC Provided local inflow data from 1974 to 1994. This data was used as is for those years. Other years in the series were filled in by establishing an average inflow by year type; and applying that inflow for each year of that type. Totals were checked againt San Diego's UWMPs. The inflow amounts supplied to MWDSC were inadequate to meet the 2009 water plan udate's recorded agricultural demands in the region; so ~206 TAF/Yr of groundwater flow was added to meet the demands of private agricultural pumping.,Jay Lund,Inflows to groundwater
Source_GW-VC,GW-VC,-12995462.97,4163188.259,Source,90,Source_GW-VC,/SOUTH UPDT/SOURCE_GW-VC/FLOW_LOC(KAF)/01JAN1920/1MON/LOCAL SUPPLIES/,,2481,This basin acts simply as a water bag. It provides the safe yeild of the basin every year regardless of year type.,Jay Lund,Ventura Groundwater Inflows
Source_Owens2  PWP,Owens2 PWP,-13130616.95,4324517.542,Source,90,Source_Owens2  PWP,/UCD CAP1/SOURCE_C122/FLOW(KAF)//1MON/LAA CALIBRATION/,,,,Brad Newlin,LAA CALIBRATION
Source_SR-10,SR-10,-13416228.61,4578201.365,Source,90,Source_SR-10,/UCD CAP1/SOURCE_SR-10/FLOW_LOC(KAF)//1MON/STANISLAUS RIVER/,,2322,IN10 from DWRSIM Run 514 output,Andy Draper,Stanislaus River
Source_SR-18,SR-18,-13325608.56,4444239.142,Source,90,Source_SR-18,/UCD CAP1/SOURCE_SR-18/FLOW_LOC(KAF)//1MON/SAN JOAQUIN RIVER/,,2323,IN18 from DWRSIM Run 514 output,Andy Draper,San Joaquin River
Source_SR-1,SR-1,-13665929.52,4988013.917,Source TS,90,Source_SR-1,/UCD CAP1/SOURCE_SR-1/FLOW_LOC(KAF)//1MON/TRINITY RIVER/,TS/_UCD CAP1_SOURCE_SR-1_FLOW_LOC KAF __1MON_TRINITY RIVER_.csv,793,IN1 from DWRSIM Run 514 output,Andy Draper,TRINITY RIVER
Source_SR-20,SR-20,-13388174.89,4525815.305,Source,90,Source_SR-20,/UCD CAP1/SOURCE_SR-20/FLOW_LOC(KAF)//1MON/MERCED RIVER/,,2324,IN20 from DWRSIM Run 514 output,Andy Draper,Merced River
Source_SR-3,SR-3,-13640436.39,4956008.693,Source,90,Source_SR-3,/UCD CAP1/SOURCE_SR-3/FLOW_LOC(KAF)//1MON/CLEAR CREEK/,,794,IN3 from DWRSIM Run 514 output,Andy Draper,CLEAR CREEK
Source_SR-4,SR-4,-13627522.99,4975669.576,Source,90,Source_SR-4,/UCD CAP1/SOURCE_SR-4/FLOW_LOC(KAF)//1MON/SACRAMENTO RIVER/,,795,IN4 from DWRSIM Run 514 output,Andy Draper,SACRAMENTO RIVER
Source_SR-52,SR-52,-13349210.04,4472013.473,Source,90,Source_SR-52,/UCD CAP1/SOURCE_SR-52/FLOW_LOC(KAF)//1MON/FRESNO RIVER/,,2328,IN52  from DWRSIM Run 514 output,Andy Draper,Fresno River
Source_SR-53,SR-53,-13357370.23,4474193.788,Source,90,Source_SR-53,/UCD CAP1/SOURCE_SR-53/FLOW_LOC(KAF)//1MON/CHOWCHILLA RIVER/,,2329,IN53 from DWRSIM Run 514 output,Andy Draper,Chowchilla River
Source_SR-81,SR-81,-13405329.98,4542361.627,Source,90,Source_SR-81,/UCD CAP1/SOURCE_SR-81/FLOW_LOC(KAF)//1MON/CLOCAL INFLOW NEWDP 0707200/,,2330,Corrected and edited for last year extension (WY 1993); SR-81 in 1993 equals difference between total inflow from a SANJASM data set provided by Peggy Manza minus values from 1958 for SR-HHR and SR-LL-LE; (when difference is less than zero by small amount; SR-81 inflow set to 0),Andy Draper,Local inflow to New Don Pedro
Source_SR-8,SR-8,-13488366.53,4683775.945,Source,90,Source_SR-8,/UCD CAP1/Source_SR-8/FLOW_LOC//1MON/S FORK AMERICAN RIVER/,,797,IN8 from DWRSIM Run 514 output,Andy Draper,S FORK AMERICAN RIVER
Source_SR-BBL,SR-BBL,-13617724.71,4843062.925,Source,90,Source_SR-BBL,/UCD CAP1/SOURCE_SR-BBL/FLOW_LOC(KAF)//1MON/STONY CREEK/,,800,none,Andy Draper,STONY CREEK
Source_SR-CL-IVR,SR-CL-IVR,-13607592.81,4710912.77,Source,90,Source_SR-CL-IVR,/UCD CAP1/Source_SR-CL-IVR/FLOW_LOC//1MON/CACHE CREEK/,,801,0,Andy Draper,CACHE CREEK
Source_SR-CR3,SR-CR3,-12707874.76,4076449.18,Source,90,Source_SR-CR3,/UCD CAP1/SOURCE_SR-CR3/FLOW_UNIMP(KAF)/01JAN1920/1MON/4.4 INFLOW/,,,,Brad Newlin,4.4 INFLOW
Source_SR-GL,SR-GL,-13258483.1,4564939.219,Source,90,Source_SR-GL,/UCD CAP1/SOURCE_SR-GL/FLOW_LOC(KAF)//1MON/MONO BASIN-REVOct2011/,,,,Jay Lund,MONO BASIN
Source_SR-HHR,SR-HHR,-13334740.29,4577071.428,Source,90,Source_SR-HHR,/UCD CAP1/SOURCE_SR-HHR/FLOW_LOC(KAF)//1MON/TUOL RIVER 07072000/,,2340,Corrected and edited for last year extension (WY 1993); using a repeat of 1958 instead of CDEC data.,Andy Draper,Tuolumne River
Source_SR-LB,SR-LB,-13590093,4657465.148,Source,90,Source_SR-LB,/UCD CAP1/Source_SR-LB/FLOW_LOC//1MON/PUTAH CREEK/,,804,0,Andy Draper,PUTAH CREEK
Source_SR-LC,SR-LC,-13214509.66,4528624.816,Source,90,Source_SR-LC,/UCD CAP1/SOURCE_SR-LC/FLOW_LOC(KAF)/01JAN1920/1MON/UPPER OWENS/,,2341,none,Andy Draper,UPPER OWENS
Source_SR-LI,SR-LI,-13180441.09,4257013.766,Source,90,Source_SR-LI,/UCD CAP1/SOURCE_SR-LI/FLOW_LOC(KAF)//1MON/KERN RIVER/,,2342,none,Andy Draper,Kern River
Source_SR-LK,SR-LK,-13247457.54,4362453.981,Source,90,Source_SR-LK,/UCD CAP1/SOURCE_SR-LK/FLOW_LOC(KAF)//1MON/KAWEAH RIVER/,,2343,none,Andy Draper,Kaweah River
Source_SR-LL-LE,SR-LL-LE,-13354221.79,4569451.623,Source,90,Source_SR-LL-LE,/UCD CAP1/SOURCE_SR-LL-LE/FLOW_LOC(KAF)//1MON/CHERRY & ELNOR CRK 07072/,,2344,Corrected and edited for last year extension (WY 1993); using a repeat of 1958 instead of mistaken copy of SR-HHR 1993 values.  Total of SR-HHR; SR-LL-LE; and SR-81 inflows equals SANJASM Inflow TS provided by Peggy Manza; USBR.,Andy Draper,Cherry Creek and Eleanor Creek
Source_SR-LS,SR-LS,-13238440.1,4314011.383,Source,90,Source_SR-LS,/UCD CAP1/SOURCE_SR-LS/FLOW_LOC(KAF)//1MON/TULE RIVER/,,2345,none,Andy Draper,Tule River
Source_SR-NBB,SR-NBB,-13485361.94,4783107.175,Source,90,Source_SR-NBB,/UCD CAP1/Source_SR-NBB/FLOW_LOC//1MON/N FORK YUBA RIVER/,,805,0,Andy Draper,N FORK YUBA RIVER
Source_SR-NHL,SR-NHL,-13449069.52,4606333.98,Source,90,Source_SR-NHL,/UCD CAP1/Source_SR-NHL/FLOW_LOC//1MON/CALAVERAS RIVER/,,806,Oct 1992 - Sep 1993 data calculated on \Hobbes\public\Report\Software & Data Appendices\I (Surface Water Hydrology)\eastside streams\flows 1992-1994.xls,Andy Draper,CALAVERAS RIVER
Source_SR-PF,SR-PF,-13283304.72,4420847.523,Source,90,Source_SR-PF,/UCD CAP1/SOURCE_SR-PF/FLOW_LOC(KAF)//1MON/KINGS RIVER/,,2348,none,Andy Draper,Kings River
Source_SR-PR,SR-PR,-13453077.21,4619791.131,Source,90,Source_SR-PR,/UCD CAP1/Source_SR-PR/FLOW_LOC//1MON/MOKELUMNE RIVER/,,807,Oct 1992 - Sep 1993 data calculated on \Hobbes\public\Report\Software & Data Appendices\I (Surface Water Hydrology)\eastside streams\flows 1992-1994.xls,Andy Draper,MOKELUMNE RIVER
Source_SR-SCV,SR-SCV,-13530539.98,4461054.681,Source,90,Source_SR-SCV,/UCD CAP1/SOURCE_SR-SCV/FLOW_LOC(KAF)//1MON/SCV LOCAL 07072000/,,2349,Corrected and edited downward from a mean annual of 144 to 126 (See Reg 1 to 4 Urban Documentation.doc in the Software & Data Appendices\App B (Urban)\ (MJ),Andy Draper,Santa Clara Local inflow
Source_T14,T14NAPA,-13591979.75,4629020.612,Source,90,Source_T14,/UCD CECT/SOURCE_T14NAPA/FLOW_FXC(KAF)//1MON/2100H POP LOCAL SUPPLIES/,,,,Stacy Tanaka,Local supplies into Napa-Solano.  It is the volume of water that was not economically modeled in the CALFED study (A02G02).
Source_T2,T2SBV,-13092484.77,4108665.018,Source,90,Source_T2,/SOUTH UPDT/SOURCE_T2/FLOW_LOC(KAF)/01JAN1920/1MON/LOCAL SUPPLIES/,,2482,This represents ground and surface water inflows scaled to match SBV's reported average annual local supplies.,Jay Lund,LOCAL SUPPLIES
Source_T30,HXSD,-13073776.34,4015959.051,Source,90,Source_T30,/SOUTH UPDT/SOURCE_T30/FLOW_LOC(KAF)/01JAN1920/1MON/LOCAL SUPPLIES/,,2486,Year type variation in demand to acount for local effective rainfall on exterior uses; data based on year type vaiation in demand data from MWDSC,Jay Lund,Year type variation in demand for SD Exterior
Source_T34,HXEWMWD,-13090009.46,4051065.259,Source,90,Source_T34,/SOUTH UPDT/SOURCE_T34/FLOW_LOC(KAF)/01JAN1920/1MON/LOCAL SUPPLIES/,,2487,Year type variation in demand to acount for local effective rainfall on exterior uses; data based on year type vaiation in demand data from MWDSC,Jay Lund,Year type variation in demand for E&W MWD exterior
Source_T40,T40SDMWD,-12985866.36,3907775.04,Source,90,Source_T40,/SOUTH UPDT/SOURCE_T40/FLOW_LOC(KAF)/01JAN1920/1MON/LOCAL SUPPLIES/,,2479,MWDSC Provided local inflow data from 1974 to 1994. This data was used as is for those years. Other years in the series were filled in by establishing an average inflow by year type; and applying that inflow for each year of that type. Totals were checked againt San Diego's UWMPs. There is a discrpancy between MWDSC's reporting of San Diego's local supplies; and San Diego's own reporting. We're using MWDCS's numbers.,Jay Lund,LOCAL SUPPLIES
Source_T55,T55VENT,-13251608.23,4091189.607,Source,90,Source_T55,/SOUTH UPDT/SOURCE_T55/FLOW_LOC(KAF)/01JAN1920/1MON/LOCAL SUPPLIES/,,2383,The total amount comes from Ventura's IRWMP; with the pattern matched to precipitation data.,Jay Lund,Surface inflows for Ventura
Source_T59,T59CLWA,-13191355.48,4105536.478,Source,90,Source_T59,/SOUTH UPDT/SOURCE_T59/FLOW_LOC(KAF)/01JAN1920/1MON/LOCAL SUPPLIES/,,2388,This represents local supplies of 50 taf/yr; mostly GW and some local SW.  This volume was previously deducted from demands in the 2020 run; when making the economic demand curves for the paired data.  The full demands are now inlcuded in the PD and any local supplies represented separately as a fixed inflow TS.  for the 2010 update; the local supplies were scaled to match Castaic's reported local supplies; 57 taf/yr. The inflow pattern comes from precipitation data,Jay Lund,LOCAL SUPPLIES for Castaic Lake WD
Source_T5,HXCMWD,-13119592.96,4065862.286,Source,90,Source_T5,/SOUTH UPDT/SOURCE_T5/FLOW_LOC(KAF)/01JAN1940/1MON/LOCAL SUPPLIES/,,2488,Year type variation in demand to acount for local effective rainfall on exterior uses; data based on year type vaiation in demand data from MWDSC,Jay Lund,Year type variation for Central MWD
Source_T6,T6AV,-13029771.36,4305687.056,Source,90,Source_T6,/SOUTH UPDT/SOURCE_T6/FLOW_LOC(KAF)/01JAN1920/1MON/LOCAL SUPPLIES/,,2390,this is 6 taf/yr of local SW not represented explicitly in the CALVIN network. Previsouly  in 2020 models; this quantity was deducted from demands before generated in the econmic demands and PD data.  Now the PD representes full demands; and these sources are represented as a fixed TS. for the 2010 update this inflow pattern was scaled to Antelope Valley's reported surface inflows,Jay Lund,LOCAL SUPPLIES for Antelope
